businessentityid,title,firstname,middlename,lastname,persontype,namestyle,suffix,modifieddate,rowguid,emailpromotion
6236,,Janet,L,Moreno,IN,f,,2013-07-05 00:00:00,7af0f8de-2195-4cc4-ae7a-34f355e893cb,2
6237,,Christian,L,Shan,IN,f,,2013-11-19 00:00:00,bac34a39-c4d8-4415-99f6-da61cc3e688c,2
6238,,Janet,,Munoz,IN,f,,2013-05-01 00:00:00,dc4af179-ff47-42c4-bad2-82f929f6948f,1
6239,,Janet,K,Alonso,IN,f,,2014-02-21 00:00:00,c4385e4f-72ad-4b4d-ad99-572e0d376103,2
6240,,Austin,,Henderson,IN,f,,2014-03-14 00:00:00,1c70f6c9-683e-4b1c-9b3e-bbf3e7be2174,1
6241,,Janet,D,Romero,IN,f,,2014-03-22 00:00:00,6cda52b5-46b8-4c34-b353-2257d8853d50,1
6242,,Austin,V,Coleman,IN,f,,2013-08-26 00:00:00,4f1b1083-5a2c-4ca0-81cf-682fd3ca099d,0
6243,,Austin,D,Jenkins,IN,f,,2013-10-29 00:00:00,58be26b1-4f42-4bdb-acba-0679274423c4,1
6244,,Janet,J,Navarro,IN,f,,2013-11-13 00:00:00,93c8751e-0169-443a-9961-a684abc2c41b,0
6245,,Austin,C,Perry,IN,f,,2013-10-30 00:00:00,6c303046-deb7-4133-810a-df39be42e4a7,1
6246,,Austin,R,Powell,IN,f,,2014-03-15 00:00:00,c8aba8e7-a3f7-46f2-ae57-d1edc0844036,1
6247,,Austin,H,Long,IN,f,,2013-07-20 00:00:00,a44eae88-39bc-40cf-9aaf-88a7a98f33a2,2
6248,,Janet,M,Gutierrez,IN,f,,2014-04-29 00:00:00,7685b531-8f80-4566-848e-6cedba799c75,1
6249,,Austin,O,Patterson,IN,f,,2014-05-15 00:00:00,16178562-93f9-4ec0-be64-1e488876b96d,1
6250,,Austin,P,Hughes,IN,f,,2014-05-21 00:00:00,b501604e-6095-46ff-b185-4b230cec9b93,1
6251,,Austin,J,Flores,IN,f,,2013-09-11 00:00:00,cfbdc0ed-7706-40fd-be12-d4d2e57b5c2e,0
6252,,Austin,,Washington,IN,f,,2014-04-15 00:00:00,e2b3b41d-90b9-408b-99e7-acc52d3329e8,0
6253,,Janet,J,Torres,IN,f,,2014-01-26 00:00:00,591cb93c-c28f-4720-bc94-51b9e48c3a44,0
6254,,Austin,W,Butler,IN,f,,2013-06-30 00:00:00,1473f848-a162-4548-93b2-0026e5d12b2b,2
6255,,Austin,L,Simmons,IN,f,,2013-09-09 00:00:00,0fdf10d0-c8af-4027-bebb-a4ff4126318b,0
6256,,Janet,,Dominguez,IN,f,,2012-03-14 00:00:00,4df57288-7182-4507-8946-378a29cf6dd4,0
6257,,Janet,B,Gill,IN,f,,2013-10-12 00:00:00,de64850e-15e5-4429-bb0f-bc63bf7f7971,2
6258,,Austin,C,Foster,IN,f,,2012-03-02 00:00:00,543ca800-5766-4628-b94c-e79c7385a121,2
6259,,Janet,R,Vazquez,IN,f,,2014-04-28 00:00:00,2f09c503-7acb-42ba-b7fc-370624843753,0
6260,,Austin,D,Gonzales,IN,f,,2013-10-20 00:00:00,973d15b6-a1a7-4a5a-b090-198382a628d7,0
6261,,Austin,L,Bryant,IN,f,,2012-02-24 00:00:00,f30d7459-efb9-40d8-8891-7914f025a310,0
6262,,Daisy,,Sanz,IN,f,,2013-11-22 00:00:00,08397cef-683e-40fc-90f1-c7b3ec835504,1
6263,,Janet,,Browning,IN,f,,2012-03-21 00:00:00,f192a4b9-7ebb-4345-beca-bb27f0c8c99f,0
6264,,Janet,,Serrano,IN,f,,2013-05-23 00:00:00,0db1d870-8ff4-4c57-8afe-cd31db1ac101,0
6265,,Janet,B,Ramos,IN,f,,2013-08-29 00:00:00,9dcc0ccc-2496-4c62-9f49-cb2b570f6abd,0
6266,,Austin,,Alexander,IN,f,,2013-01-17 00:00:00,07793544-ab37-4924-bc11-8771fe36a21d,0
6267,,Austin,,Russell,IN,f,,2014-02-10 00:00:00,8581d640-6f11-49e6-a7a8-293d3abb0c62,1
6268,,Janet,A,Carlson,IN,f,,2014-02-19 00:00:00,11e9c06c-dc4b-47f6-b85e-2d2e1fbf322c,0
6269,,Austin,K,Griffin,IN,f,,2013-10-02 00:00:00,49b51911-a91e-4a18-a2e2-51f5187420d1,0
6270,,Austin,M,Diaz,IN,f,,2013-11-13 00:00:00,efdfac81-1dca-4155-855d-b1b42bcd5f1b,0
6271,,Austin,,Hayes,IN,f,,2012-06-01 00:00:00,7d95f2ec-c9b6-4286-afca-3c5fe8a22e74,0
6272,,Janet,V,Suarez,IN,f,,2013-10-16 00:00:00,75c78cfd-d87a-4d0c-b121-9c082d482dc0,1
6273,,Janet,J,Sanz,IN,f,,2013-04-24 00:00:00,eb212459-7deb-4b03-aaef-dc267d4beeab,0
6274,,Austin,,Zhang,IN,f,,2013-07-27 00:00:00,14465c74-b49b-4042-9ab8-ff54f2f10c18,2
6275,,Austin,A,Wang,IN,f,,2013-08-01 00:00:00,635401cc-271f-44ba-b026-161ec1e1417c,0
6276,,Janet,L,Ortega,IN,f,,2011-12-16 00:00:00,7df5370d-325a-413e-bd26-6d045cf8f057,0
6277,,Austin,V,Chen,IN,f,,2013-11-17 00:00:00,904f3a84-461e-46f2-9dca-f2ff62c1054c,0
6278,,Kristine,A,Martin,IN,f,,2014-02-11 00:00:00,0f3170c1-8a50-41ce-b7e7-dbc43bcea412,0
6279,,Austin,B,Li,IN,f,,2013-07-06 00:00:00,9ee975ec-dde0-4453-8445-08a81a90c605,2
6280,,Austin,H,Yang,IN,f,,2013-10-14 00:00:00,91ede81e-9f94-4481-a203-51bd8822cb09,0
6281,,Kristine,E,Gomez,IN,f,,2013-04-28 00:00:00,20ced6ea-8487-4e6d-bf11-663eedb27e35,0
6282,,Austin,,Kumar,IN,f,,2012-10-07 00:00:00,536b4b39-1c71-410e-b80c-59d47aa80e00,0
6283,,Austin,M,Lal,IN,f,,2013-10-03 00:00:00,c87ce5f9-6322-46a2-bd11-a0816ba5f62c,1
6284,,Daisy,A,Rubio,IN,f,,2014-03-08 00:00:00,274b7b41-a446-4659-b64c-91c96be4308e,0
6285,,Kristine,J,Ruiz,IN,f,,2014-02-05 00:00:00,6a4dca66-7501-45f8-93d4-1376ea2ef2da,2
6286,,Austin,,Sharma,IN,f,,2011-12-08 00:00:00,b9c28180-7694-4c16-8d75-7411ac1bdd62,0
6287,,Austin,,Shan,IN,f,,2013-06-12 00:00:00,bad046de-77a5-406d-8634-53df53724fe3,2
6288,,Kristine,,Diaz,IN,f,,2013-07-16 00:00:00,87c88660-c410-49ea-b5a3-2b4042ee95f8,0
6289,,Austin,M,Jai,IN,f,,2013-07-29 00:00:00,6d6606d7-6f92-4179-8b7c-56788c6d91f9,0
6290,,Kristine,,Hernandez,IN,f,,2013-02-26 00:00:00,784d22ce-5ba0-495b-a848-4f1b41bac7d7,1
6291,,Cameron,J,Henderson,IN,f,,2012-01-22 00:00:00,6583fc85-0569-4a87-9286-02c34942ca1a,1
6292,,Kristine,F,Alvarez,IN,f,,2013-08-18 00:00:00,d210eb60-50cd-4d81-9e88-e01a2831eb4e,0
6293,,Cameron,,Coleman,IN,f,,2013-09-02 00:00:00,e03ffd62-46a0-4ad4-ba91-dbe20ee004a3,0
6294,,Cameron,,Perry,IN,f,,2013-11-27 00:00:00,2f3f2972-f21e-435b-8b0d-f6151892df3b,0
6295,,Cameron,,Powell,IN,f,,2013-11-17 00:00:00,4391e009-e1ce-4381-a11e-ef327f9fe4db,0
6296,,Cameron,,Long,IN,f,,2014-01-15 00:00:00,8dc72612-3ce7-4afd-a64e-f98daf51c17e,0
6297,,Cameron,M,Patterson,IN,f,,2014-06-07 00:00:00,4b86bdd0-3029-4d61-9a0c-6349293947d5,0
6298,,Cameron,A,Hughes,IN,f,,2013-08-12 00:00:00,23cfd70d-2d75-4903-bd4a-9bff07bad48b,0
6299,,Kristine,K,Moreno,IN,f,,2013-10-20 00:00:00,5e8bb808-d7d8-4f17-a74b-154eea73667a,2
6300,,Kristine,,Munoz,IN,f,,2012-08-09 00:00:00,fff6c3fb-633e-4ec7-9bdb-47e89b721217,0
6301,,Cameron,,Flores,IN,f,,2014-05-22 00:00:00,8e86efdc-5595-4756-9bf8-b0f1100f544f,2
6302,,Kristine,,Alonso,IN,f,,2011-07-05 00:00:00,040a447d-2335-4429-b17e-f288a527624b,2
6303,,Cameron,J,Washington,IN,f,,2013-08-13 00:00:00,f285af72-7e7c-400e-b68a-8b8070cb8618,0
6304,,Cameron,W,Butler,IN,f,,2014-03-04 00:00:00,86c1479b-09d0-4a5c-a233-8c2ce07d3e01,1
6305,,Cameron,J,Simmons,IN,f,,2013-07-27 00:00:00,d9c7fa15-40e6-4bbf-a1c7-db62d8e61ad6,0
6306,,Kristine,W,Romero,IN,f,,2013-08-29 00:00:00,fff0981d-0b4d-4679-a8b4-2368c3fa3a74,0
6307,,Kristine,B,Navarro,IN,f,,2011-10-17 00:00:00,84602557-de6f-44fc-9f74-27b35af0d334,2
6308,,Cameron,C,Foster,IN,f,,2014-01-01 00:00:00,7ea13aed-6950-4a6d-9e18-45be24d17c7c,2
6309,,Cameron,L,Gonzales,IN,f,,2013-08-05 00:00:00,b21d2b0b-fc00-4f93-83a6-1fcf2bf90981,0
6310,,Daisy,,Ortega,IN,f,,2014-02-28 00:00:00,d91ccc5c-ebea-441b-8547-ff6323e2ed62,0
6311,,Kristine,G,Gutierrez,IN,f,,2013-04-08 00:00:00,cd6fa375-01a9-4fde-b839-938fbf8b9eb0,0
6312,,Cameron,,Bryant,IN,f,,2012-10-16 00:00:00,0272c8f8-d1af-4f44-bbcb-b957c34ed662,0
6313,,Kristine,A,Dominguez,IN,f,,2013-01-27 00:00:00,5682d793-afec-4116-9fc8-35fac485f7d1,1
6314,,Kristine,,Gill,IN,f,,2012-03-25 00:00:00,11f32bbc-ade8-4585-a1f7-d5ca25edb83b,0
6315,,Cameron,,Alexander,IN,f,,2014-03-07 00:00:00,da0c1578-7674-4809-baff-47bf295a7b2e,2
6316,,Cameron,D,Russell,IN,f,,2014-05-03 00:00:00,874936a8-14a5-4e33-94c9-740a4478f427,0
6317,,Kristine,M,Vazquez,IN,f,,2011-09-09 00:00:00,b04117ab-ea90-4b87-ba30-e1ed86973ad2,0
6318,,Cameron,,Griffin,IN,f,,2012-04-23 00:00:00,e644d5b1-3700-4b5e-a408-b177924d7842,1
6319,,Kristine,D,Blanco,IN,f,,2013-11-06 00:00:00,ac89efdf-41c2-4229-9c5b-b3c404c9e4db,1
6320,,Cameron,,Diaz,IN,f,,2013-05-03 00:00:00,d83358aa-061a-41a7-9b98-1c19b36053c1,1
6321,,Cameron,D,Hayes,IN,f,,2014-03-22 00:00:00,f72202cc-e942-4c36-9aa0-2b4042555dc6,0
6322,,Kristine,,Serrano,IN,f,,2013-08-25 00:00:00,357eb216-5b77-41ea-942a-49eb99848602,1
6323,,Kristine,,Ramos,IN,f,,2013-10-01 00:00:00,ca090bf3-1a3a-46e6-ae29-f654e95e8c8a,2
6324,,Cameron,F,Zhang,IN,f,,2013-08-23 00:00:00,783b40cd-ef4c-456a-bc6d-c2673cdd00ef,1
6325,,Cameron,T,Wang,IN,f,,2014-06-15 00:00:00,abfa9e81-52e2-4e02-a661-2976103585b4,0
6326,,Kristine,C,Carlson,IN,f,,2013-07-29 00:00:00,a57a9156-6956-47f5-a6d3-733a456767eb,1
6327,,Kristine,,Suarez,IN,f,,2013-10-13 00:00:00,5f0a3cc7-364b-4e10-b537-c3efd98f3d7b,0
6328,,Cameron,J,Chen,IN,f,,2013-09-13 00:00:00,14027963-d192-46e6-9fa0-3c9a2250dd5a,2
6329,,Raquel,W,Hernandez,IN,f,,2013-01-07 00:00:00,552ed5c4-ef32-441b-9c75-43baa5fc38a1,1
6330,,Kristine,,Sandberg,IN,f,,2012-05-17 00:00:00,3149f6d6-f143-4124-b54b-cfd1a4915574,0
6331,,Cameron,,Li,IN,f,,2013-07-25 00:00:00,5f6b35b6-987a-4923-a252-63147400deb3,0
6332,,Cameron,,Yang,IN,f,,2014-01-03 00:00:00,3743342e-44b5-498c-a377-bebb8d4980dc,0
6333,,Cameron,S,Kumar,IN,f,,2013-08-19 00:00:00,d68b5dcb-995a-44bf-b462-cd4e7a093b05,1
6334,,Cameron,M,Lal,IN,f,,2012-11-20 00:00:00,c76d5c1b-7a8b-4a3a-95b8-3b63027f0b6d,0
6335,,Kristine,,Ortega,IN,f,,2014-04-19 00:00:00,138e9eb3-8d78-4a63-aa17-06bdffa0d88a,0
6336,,Cameron,L,Sharma,IN,f,,2014-01-13 00:00:00,2879fd6f-e9e4-47ef-b7cd-39111d4d8a94,1
6337,,Cameron,M,Shan,IN,f,,2014-03-10 00:00:00,0eae46d0-9b1a-4638-b7e4-de37dbe37210,2
6338,,Jacquelyn,M,Martin,IN,f,,2013-10-15 00:00:00,a813ab29-ca34-4e95-96b9-fd33460c4cc6,1
6339,,Cameron,F,Jai,IN,f,,2012-07-27 00:00:00,5626070a-73d7-44ec-9c98-4e66d9d83c12,1
6340,,James,F,Ross,IN,f,,2012-11-21 00:00:00,c8190a67-c773-43c7-bccb-b378f7731b1d,1
6341,,Jacquelyn,R,Gomez,IN,f,,2013-08-14 00:00:00,6ffa5bc8-4982-468b-8a40-ab8319ecdeae,0
6342,,James,,Henderson,IN,f,,2013-12-16 00:00:00,a5fe8432-7c28-43d4-9540-7fe16e4059be,1
6343,,Jacquelyn,L,Ruiz,IN,f,,2013-11-24 00:00:00,ee0d3e57-1be6-4e5b-9419-49d07c774d87,2
6344,,Jacquelyn,K,Diaz,IN,f,,2011-12-02 00:00:00,bee6e4db-4beb-44d2-8124-f4b7550199ff,2
6345,,James,,Coleman,IN,f,,2014-03-29 00:00:00,1b9eea30-9e33-49d5-b699-669d581730a7,0
6346,,James,,Jenkins,IN,f,,2014-05-05 00:00:00,2d2de368-f6ec-4425-bb45-21abee851e2a,0
6347,,Jacquelyn,J,Hernandez,IN,f,,2012-08-03 00:00:00,6233e91d-3f05-4e11-930f-414702bd4fc2,0
6348,,Jacquelyn,,Jimenez,IN,f,,2013-02-26 00:00:00,e2fbf293-9554-42b3-b66c-d516a5e5b64d,0
6349,,James,,Perry,IN,f,,2014-05-16 00:00:00,7cfe28f8-1072-47d1-b57f-1c757631a51d,1
6350,,James,V,Powell,IN,f,,2014-01-10 00:00:00,0ce8b12e-7d52-4a8e-a4b3-92077ac5971b,1
6351,,Raquel,G,Alvarez,IN,f,,2013-07-26 00:00:00,82476a8f-b695-46b7-bc73-680b3d15acbf,0
6352,,Jacquelyn,,Moreno,IN,f,,2013-08-13 00:00:00,33bf0a0b-5127-46fc-a079-44417a06ae82,0
6353,,James,Y,Long,IN,f,,2013-12-28 00:00:00,aa60043f-0352-4e50-a3f4-3fc4e69ea2c3,2
6354,,Jacquelyn,,Munoz,IN,f,,2013-09-13 00:00:00,122c2a56-f011-439d-8468-b0b6c77f3a3e,0
6355,,James,P,Patterson,IN,f,,2013-12-15 00:00:00,2c9de89c-442b-4e4c-973b-ab4bed32538b,1
6356,,Jacquelyn,A,Alonso,IN,f,,2013-08-10 00:00:00,e09551fb-bec3-4c2a-b3bf-691667ace2ae,0
6357,,Jacquelyn,,Romero,IN,f,,2013-07-17 00:00:00,8c2726d8-b4a7-4e0a-b092-b3303b6a038d,1
6358,,Jacquelyn,,Navarro,IN,f,,2013-08-02 00:00:00,8006713f-0ff3-4d4c-af99-b0b077cf5147,0
6359,,Jacquelyn,C,Gutierrez,IN,f,,2013-01-16 00:00:00,7b30fe51-a4ff-4b6a-b3ae-4d97246aebfd,0
6360,,Jacquelyn,P,Torres,IN,f,,2014-02-18 00:00:00,0931ddc4-02e0-418e-8327-3845aebf5618,0
6361,,Jacquelyn,,Dominguez,IN,f,,2014-01-01 00:00:00,7a535112-6f21-4423-8f6f-03e8c1c34361,2
6362,,Jacquelyn,,Gill,IN,f,,2014-01-03 00:00:00,c6b3de0e-7d01-4344-9140-274246f6bd45,1
6363,,Jacquelyn,,Vazquez,IN,f,,2014-06-08 00:00:00,7dd3906a-7a43-426b-92a4-24e14875828a,0
6364,,Jacquelyn,,Blanco,IN,f,,2013-05-09 00:00:00,6e1aca15-a119-4885-a185-ce3f496e6f96,2
6365,,James,,Hughes,IN,f,,2014-05-30 00:00:00,0dd7a84c-15d4-4674-bc88-cb3482d196f2,0
6366,,Jacquelyn,,Serrano,IN,f,,2013-10-05 00:00:00,0f691b9c-e6cb-4b15-bc88-c974dcc0048e,0
6367,,James,V,Flores,IN,f,,2011-06-19 00:00:00,527f7203-5356-43da-9025-66dad9be4219,0
6368,,James,R,Washington,IN,f,,2014-03-17 00:00:00,d953056a-4b0a-46a1-99c7-33efc1300ddd,0
6369,,James,C,Butler,IN,f,,2013-10-09 00:00:00,eb899930-2262-4965-b25a-24cb70313e57,0
6370,,James,,Simmons,IN,f,,2011-12-22 00:00:00,c5c595bc-6452-4a94-be17-84b947789031,1
6371,,Jacquelyn,Y,Ramos,IN,f,,2014-01-19 00:00:00,5bc71ecf-6b13-4e96-8647-e2434a7c72d6,0
6372,,Jacquelyn,,Castro,IN,f,,2013-04-22 00:00:00,efdad915-842a-406f-9b0e-cdc2b787a962,0
6373,,James,L,Gonzales,IN,f,,2013-11-20 00:00:00,c8d7cad1-5bcb-4def-ad56-00b90cf7f40a,1
6374,,James,,Bryant,IN,f,,2014-06-06 00:00:00,2309af39-bd3b-4591-8165-a8220ad3c97b,0
6375,,James,,Alexander,IN,f,,2012-05-12 00:00:00,21d14147-8ec3-41d1-b1c0-af7e058e45b3,0
6376,,James,D,Russell,IN,f,,2013-04-22 00:00:00,da53fe9b-16be-463a-94b9-7283d4e8295b,2
6377,,Jacquelyn,C,Suarez,IN,f,,2011-06-16 00:00:00,f21684f9-0e09-4544-b85c-68a991000a6e,0
6378,,Jacquelyn,,Saunders,IN,f,,2014-03-19 00:00:00,8ef87626-5002-4309-af92-c6abbba2e481,2
6379,,James,,Griffin,IN,f,,2014-05-23 00:00:00,8a794bbe-2072-4c37-b1de-bcea0aaf4cd9,2
6380,,James,W,Diaz,IN,f,,2013-11-09 00:00:00,61fae690-6338-4258-933d-f8eb9e60f575,0
6381,,Jacquelyn,I,Rowe,IN,f,,2013-07-01 00:00:00,bbd56138-d32a-456d-aa8f-52bfa0c38fd6,0
6382,,Jacquelyn,D,Ortega,IN,f,,2013-09-21 00:00:00,8245eaee-4943-4a22-9872-63eee5b30f44,0
6383,,James,R,Hayes,IN,f,,2014-02-06 00:00:00,b0c17187-a534-4968-8141-7197efd29e33,0
6384,,James,,Zhang,IN,f,,2014-03-18 00:00:00,d9bcf626-f7e1-42ec-9bb9-d1a270c4bd39,0
6385,,Ramon,D,Zhang,IN,f,,2014-02-28 00:00:00,d2fd9998-fed7-4530-b04d-28e34e96a200,0
6386,,James,M,West,IN,f,,2013-08-21 00:00:00,dc023473-657b-439e-a869-6ef6bcad38f7,1
6387,,James,D,Chen,IN,f,,2013-07-02 00:00:00,0806c7d2-960b-4c5a-b703-9b088f6ad4fe,1
6388,,James,A,Li,IN,f,,2014-01-17 00:00:00,cf8b6101-6f6a-45b5-b9a7-17439cc46d69,0
6389,,James,,Yang,IN,f,,2014-04-13 00:00:00,ed1f582b-fdc6-4d15-8754-e79501d642aa,0
6390,,James,,Kumar,IN,f,,2013-12-10 00:00:00,56b87e53-a79d-4a21-a543-8dd936d40c9e,1
6391,,Raquel,D,Moreno,IN,f,,2014-01-02 00:00:00,ca205c80-6ed0-4352-9b54-b4c85da15901,2
6392,,Ramon,T,Chen,IN,f,,2014-04-26 00:00:00,b1031bba-730c-43db-91a9-464329695721,0
6393,,James,M,Lal,IN,f,,2012-06-23 00:00:00,2c0fc07b-9605-4ea3-9c0c-b9a6c98f5783,1
6394,,Ramon,,Li,IN,f,,2014-01-10 00:00:00,b4c08a63-89a3-44b1-9390-d989c261f872,2
6395,,James,L,Sharma,IN,f,,2013-12-16 00:00:00,9ce79bfb-67e1-4b64-8dde-c0ad32426683,1
6396,,James,,Shan,IN,f,,2014-03-14 00:00:00,56523351-eaa1-46b5-a52c-f954a824eb8b,1
6397,,Ramon,M,Liu,IN,f,,2014-01-17 00:00:00,7bba4bad-97cb-4868-8ab1-f23821817a83,0
6398,,James,J,Jai,IN,f,,2014-06-21 00:00:00,924d51bf-f48f-446b-82c5-cb042d59333e,0
6399,,Jonathan,F,Ross,IN,f,,2013-07-15 00:00:00,17877ba3-4c1f-455a-8317-8bcf1906cf6a,0
6400,,Ramon,K,Yang,IN,f,,2014-01-07 00:00:00,18e82e77-13ae-4781-9635-3a61edc27cd6,1
6401,,Jonathan,M,Henderson,IN,f,,2013-11-15 00:00:00,72ce2332-cc29-46e3-8f43-2f91e14343c8,0
6402,,Jonathan,R,Coleman,IN,f,,2013-04-30 00:00:00,2974f07f-7565-4bcb-9ee5-4d6a227db01b,0
6403,,Ramon,,Huang,IN,f,,2012-06-18 00:00:00,d2de7120-3edc-4e16-8b2f-1a4eb70e3873,0
6404,,Jonathan,,Jenkins,IN,f,,2014-04-04 00:00:00,85b0ff64-e371-4d66-8ec3-6aec0e2fdb23,1
6405,,Jonathan,T,Perry,IN,f,,2012-05-02 00:00:00,6af0c9df-b4d3-4c10-90c7-e16bc302b83b,2
6406,,Jonathan,,Powell,IN,f,,2012-03-02 00:00:00,138d7ad3-3aad-4b52-85d7-cfb8a23bdc14,0
6407,,Jonathan,,Long,IN,f,,2014-03-09 00:00:00,2359271d-0dd2-4df9-9e4b-3875d50d8295,0
6408,,Jonathan,,Patterson,IN,f,,2013-11-15 00:00:00,4819259c-0af2-4200-b4a2-7bbee585c2cf,1
6409,,Jonathan,,Hughes,IN,f,,2013-07-02 00:00:00,98c0ce73-5844-4ebb-8d3b-c468455c690a,1
6410,,Jonathan,H,Flores,IN,f,,2013-10-03 00:00:00,cdc135f8-758c-43e3-ae35-c44f40badc8a,0
6411,,Ramon,M,Wu,IN,f,,2013-11-20 00:00:00,da698d81-563f-4c5a-b8ec-39184e72d5db,2
6412,,Ramon,,Lin,IN,f,,2014-04-25 00:00:00,28948e10-a398-4e74-ae8e-f8f9321a6e01,1
6413,,Ramon,D,Zhou,IN,f,,2014-02-10 00:00:00,6dcd0565-752f-47eb-a5d0-b6a3f41e964b,0
6414,,Jonathan,A,Washington,IN,f,,2013-10-17 00:00:00,9e0d2bd9-5eb1-4aa0-8ee4-4dfff4160363,2
6415,,Jonathan,,Butler,IN,f,,2014-02-14 00:00:00,55499795-19f2-4733-9475-4c5c972cfd62,1
6416,,Ramon,,Ye,IN,f,,2011-11-18 00:00:00,de99891d-008b-4049-8f99-cfacb4aa147b,2
6417,,Jonathan,,Foster,IN,f,,2014-05-25 00:00:00,f969672f-941f-4e79-bcd7-5fbda81d6b3f,0
6418,,Jonathan,,Gonzales,IN,f,,2012-01-03 00:00:00,efab235c-a5de-4064-b7ee-3befa09f7654,0
6419,,Jonathan,J,Bryant,IN,f,,2014-02-10 00:00:00,ea6b1094-9a66-4a26-ac7e-6f703f454c76,2
6420,,Ramon,K,Zhao,IN,f,,2013-08-04 00:00:00,78da396a-89d0-4c5e-be2f-4037e1989e2f,1
6421,,Jonathan,,Alexander,IN,f,,2014-05-28 00:00:00,e338b36c-12a8-4892-bed2-a96d5a7fe340,0
6422,,Ramon,B,Lu,IN,f,,2013-08-13 00:00:00,cf674d20-64ad-4334-989c-815f92a4d4f0,0
6423,,Jonathan,,Russell,IN,f,,2013-09-19 00:00:00,21f2203e-b455-40bc-ab6d-2a25cd4721f1,0
6424,,Jonathan,R,Griffin,IN,f,,2014-03-02 00:00:00,28b26f44-fcd7-46ac-8053-4273db815771,1
6425,,Jonathan,K,Diaz,IN,f,,2012-06-11 00:00:00,d1c1c2c0-af2a-4184-be67-a3ee357373d4,0
6426,,Jonathan,,Hayes,IN,f,,2014-04-06 00:00:00,1856d2d2-0d5a-4337-8dd6-eb3fff380987,1
6427,,Ramon,D,Xu,IN,f,,2014-05-28 00:00:00,3d4f9865-4ed6-490c-89ba-e873301c6944,0
6428,,Jonathan,W,Zhang,IN,f,,2013-11-15 00:00:00,09ec0706-e4f1-4f19-94ed-5c29fe7258e0,0
6429,,Ramon,,Gao,IN,f,,2014-01-02 00:00:00,02bb1143-5e4f-418a-b5a1-dbab7d3d7302,0
6430,,Ramon,D,Ma,IN,f,,2013-08-22 00:00:00,13b7b84d-85cb-4d97-8b91-2de388d73392,0
6431,,Jonathan,G,Chen,IN,f,,2014-03-17 00:00:00,76950ac3-a523-4770-bf74-9272ee0f489b,1
6432,,Ramon,,Guo,IN,f,,2014-05-29 00:00:00,20fac81a-1bb2-4b11-bc7e-ebf9849e4b9c,0
6433,,Ramon,,He,IN,f,,2013-03-25 00:00:00,96e64176-a6e8-422d-9b4e-ca3abb408815,1
6434,,Jonathan,E,Li,IN,f,,2014-04-19 00:00:00,36d9bfa3-3261-44b7-aa28-b886fd0fdfc2,1
6435,,Jonathan,,Yang,IN,f,,2013-01-07 00:00:00,892049d2-59d5-4023-b2f0-fc0848af0b07,0
6436,,Ramon,R,Zheng,IN,f,,2011-06-29 00:00:00,3409da3d-2c51-4b94-aed7-25face34b4e9,2
6437,,Jonathan,,Lal,IN,f,,2013-12-20 00:00:00,bceda9d3-cc98-42b2-b27b-fbf7c49aa85d,1
6438,,Raquel,,Alonso,IN,f,,2013-11-17 00:00:00,e10a3bd0-cde6-451e-82fd-a338b30c2a15,0
6439,,Ramon,,Hu,IN,f,,2013-08-15 00:00:00,fa3805fe-5910-466c-8b1e-d76aa9bf0630,2
6440,,Jonathan,,Shan,IN,f,,2011-09-15 00:00:00,b7d0067e-2076-40bd-bd69-3fa6bf279c7b,0
6441,Sr.,RamÃ³n,S,Cai,IN,f,,2013-11-18 00:00:00,a83c267c-58cc-45fe-9377-9970b9d2fb2c,1
6442,,Jonathan,,Jai,IN,f,,2013-12-22 00:00:00,a12ce009-460e-49bf-9eac-4d614c64afc6,0
6443,,Ramon,,Zeng,IN,f,,2014-01-02 00:00:00,6c7b92a9-5cd0-4f1c-a70b-9cfcf0be141d,1
6444,,Ramon,,She,IN,f,,2013-03-14 00:00:00,bd00d86b-89b4-4824-a117-7e2f15e57253,0
6445,,Logan,L,Ross,IN,f,,2014-04-23 00:00:00,e3d544eb-395d-4a8b-9a22-b205d2ba4d6f,0
6446,,Logan,C,Henderson,IN,f,,2014-01-06 00:00:00,192c030c-0abd-4b37-b083-6ede842eed8c,0
6447,,Ernest,M,Zhang,IN,f,,2014-05-06 00:00:00,fb49508e-caf9-44ec-8d0c-552f186a3ede,0
6448,,Logan,,Coleman,IN,f,,2013-08-28 00:00:00,7cf2923a-e754-4b2b-8a2c-caecdf4b6e67,1
6449,,Ernest,,Wang,IN,f,,2014-04-04 00:00:00,18c8f5c6-7ea2-4dfa-bd08-0bebcf8ad959,1
6450,,Logan,S,Jenkins,IN,f,,2013-04-12 00:00:00,ffa8fef6-0d0e-4814-9f35-f3078a5f37f7,0
6451,,Ernest,W,Chen,IN,f,,2013-12-27 00:00:00,57fee7ca-c129-4718-ad7d-7630a8f9ac0d,0
6452,,Logan,,Perry,IN,f,,2012-07-01 00:00:00,69a6e325-0751-41b1-bd26-c787894d7e89,0
6453,,Logan,H,Powell,IN,f,,2013-11-24 00:00:00,e223b18b-cea1-4a23-8548-d78ae3993b69,0
6454,,Logan,,Long,IN,f,,2013-07-25 00:00:00,492ba933-09be-41d1-b6e6-ee2630076ab8,0
6455,,Ernest,L,Li,IN,f,,2014-01-13 00:00:00,874d6918-dfcf-44ef-853d-e64f036bd27a,0
6456,,Ernest,,Liu,IN,f,,2012-05-04 00:00:00,b5faad6c-e6b6-4b07-aae0-688b6b7494c0,1
